street_number,street_name,city,zip_code,category,building_type,living_area,total_value,year_built,price_per_sft
29,ST JAMES ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2728,530300,1905,194
67,ST JAMES ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2454,705600,1900,287
69,ST JAMES ST,Roxbury,2119,Single Fam Dwelling,Cp - Cape,1150,408300,1900,355
1,REGENT PL,Roxbury,2119,Single Fam Dwelling,Re - Row End,1377,545300,1890,396
2,REGENT PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1734,463800,1890,267
3,REGENT PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1302,350500,1890,269
4,REGENT PL,Roxbury,2119,Single Fam Dwelling,Re - Row End,1377,378800,1890,275
36,AKRON ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1677,396600,1900,236
4,AKRON PL,Roxbury,2119,Single Fam Dwelling,Re - Row End,1200,410000,1890,341
3,AKRON PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1200,519200,1890,432
2,AKRON PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1224,408700,1890,333
1,AKRON PL,Roxbury,2119,Single Fam Dwelling,Re - Row End,1200,417700,1890,348
30,AKRON ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1826,364500,1900,199
22,AKRON ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1687,440900,1906,261
44,ST JAMES ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,2866,788700,1890,275
42,ST JAMES ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,2890,516100,1890,178
40,ST JAMES ST,Roxbury,2119,Single Fam Dwelling,Re - Row End,2971,745400,1890,250
14,ST JAMES ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2481,298600,1900,120
62,ALPINE ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2121,454200,1900,214
60,ALPINE ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,1953,394700,1906,202
1,ALPINE PL,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1088,339800,1905,312
2,ALPINE PL,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1374,500700,1905,364
15,AKRON ST,Roxbury,2119,Single Fam Dwelling,Rn - Ranch,864,417700,1966,483
19,AKRON ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2375,422200,1900,177
6,ST JAMES PL,Roxbury,2119,Single Fam Dwelling,Re - Row End,1255,398000,1920,317
5,ST JAMES PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1255,454800,1920,362
4,ST JAMES PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1255,290800,1920,231
3,ST JAMES PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1255,458300,1920,365
2,ST JAMES PL,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,1260,444500,1920,352
1,ST JAMES PL,Roxbury,2119,Single Fam Dwelling,Re - Row End,1255,457600,1920,364
5,DABNEY ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1772,417600,1850,235
52,DALE ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2615,407000,1905,155
9,LAUREL ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2016,452000,1900,224
13,LAUREL ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2274,515100,1900,226
21,LAUREL ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2659,609000,1900,228
27,LAUREL ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1770,477100,1900,269
48,ELMORE ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2322,497200,1890,214
24,MAYFAIR ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2316,469700,1883,202
22,MAYFAIR ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,3035,579600,1890,190
20,MAYFAIR ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,3169,872600,1899,275
18,MAYFAIR ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2673,604600,1900,226
16,MAYFAIR ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2554,596600,1900,233
17,MAYFAIR ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2621,652200,1900,248
21,MAYFAIR ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,3133,763300,1900,243
198,WALNUT AV,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2144,364800,1900,170
228,TOWNSEND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2844,402100,1900,141
44,HAZELWOOD ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2107,413600,1900,196
42,HAZELWOOD ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2235,415900,1900,186
1,SILVA PL,Roxbury,2119,Single Fam Dwelling,Cv - Conventional,1800,443100,1900,246
28,HAZELWOOD ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1408,324200,1900,230
41,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3128,452000,1900,144
13,WABON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2154,402800,1870,187
21,WABON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2980,630300,1900,211
24,WYOMING ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2342,632700,1900,270
22,WYOMING ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2411,426100,1935,176
20,WYOMING ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3254,509400,1900,156
18,WYOMING ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2812,454000,1900,161
8,WYOMING ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2169,449100,1900,207
17,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3340,497500,1905,148
25,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2630,594600,1900,226
31,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2903,554200,1900,190
30,WABON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2252,560600,1910,248
26,WABON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2333,419100,1910,179
29,WENONAH ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3144,411700,1900,130
31,WENONAH ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2660,555000,1900,208
35,WENONAH ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2311,420200,1900,181
18,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3886,620200,1900,159
16,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2898,452900,1900,156
14,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3243,459600,1900,141
12,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3018,410100,1900,135
24,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3945,491300,1900,124
29,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3040,508200,1900,167
69,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3500,612800,1900,175
91,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3144,509000,1900,161
92,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3807,571700,1901,150
36,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3687,650100,1900,176
50,CRAWFORD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2405,615800,1900,256
160,RUTHVEN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3652,624000,1900,170
148,RUTHVEN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3917,649800,1900,165
137,RUTHVEN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3568,624000,1900,174
147,RUTHVEN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3636,673900,1910,185
161,RUTHVEN ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1876,347900,1970,185
163,RUTHVEN ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1876,347900,1970,185
89,ELM HILL AV,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2102,600400,1950,285
11,HUTCHINGS ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1702,720400,2009,423
268,HUMBOLDT AV,Dorchester,2121,Single Fam Dwelling,Vt - Victorian,3827,1036500,1900,270
24,BROOKLEDGE ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3642,591200,1905,162
36,NAZING ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2942,401100,1935,136
254,SEAVER ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3219,566500,1935,175
18,SCHUYLER ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3939,539200,1905,136
15,WAYNE ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2453,476700,1935,194
9,SCHUYLER ST,Dorchester,2121,Single Fam Dwelling,Rr - Raised Ranch,2194,376300,1991,171
42,HARTWELL ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1467,391800,1899,266
37,SCHUYLER ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3713,687100,1935,185
17,CRAWFORD ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1896,353800,1970,186
19,CRAWFORD ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1876,365300,1970,194
34,ELM HILL AV,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2674,526500,1900,196
22,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2116,670900,1938,317
20,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2532,686800,1900,271
18,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2099,554000,1900,263
12,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2760,498400,1900,180
617,WARREN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2260,588200,1900,260
11,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2549,542400,1880,212
15,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3123,545800,1897,174
17,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2637,541700,1890,205
19,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2453,499600,1900,203
2,SUNDERLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2633,603100,1880,229
578,WARREN ST,Dorchester,2121,Single Fam Dwelling,Cv - Conventional,3750,540700,1900,144
13,GASTON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3295,939500,1900,285
1,OTISFIELD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3067,833900,2005,271
3,OTISFIELD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1665,440300,1900,264
20,INTERVALE ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3725,298200,1900,80
2,OTISFIELD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2791,322400,1900,115
36,GASTON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2575,869000,1910,337
34,GASTON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2573,559000,1910,217
32,GASTON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2553,569800,1900,223
30,GASTON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2535,684300,1900,269
12,GANNETT ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2409,576100,1890,239
8,GANNETT ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1972,514300,1900,260
23,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,2593,609000,1900,234
25,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,2585,502900,1900,194
27,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2322,634300,1905,273
45,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2754,440900,1910,160
51,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2132,511500,1905,239
3,CARLISLE ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2186,390800,1900,178
7,CARLISLE ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3181,597100,1900,187
2,CARLISLE ST,Dorchester,2121,Single Fam Dwelling,Cv - Conventional,2628,736800,1900,280
17,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1407,165500,2022,117
9,GANNETT ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2607,554800,1900,212
11,GANNETT ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2627,606100,1900,230
20,GASTON ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2534,555400,1896,219
23,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1878,468100,1900,249
53,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1826,623700,1905,341
32,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1884,542400,1910,287
1,KALADA PK,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1833,435600,1900,237
30,HOLBORN ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2062,457900,1900,222
1,HOLBORN PK,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2132,382300,1892,179
3,HOLBORN PK,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1769,401500,1885,226
5,HOLBORN PK,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1901,444800,1900,233
6,HOLBORN PK,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1751,394800,1900,225
4,HOLBORN PK,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1941,428500,1900,220
2,HOLBORN PK,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1941,625400,1900,322
20,QUINCY ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1566,408000,2000,260
8,TUPELO ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2075,518500,1900,249
6,TUPELO ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2075,367600,1900,177
31,SAVIN ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1404,309300,1998,220
39,SAVIN ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1404,294600,1998,209
41,SAVIN ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1566,375900,2001,240
59,SAVIN ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1560,382800,1996,245
63,SAVIN ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1560,352200,1996,225
56,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1702,665200,2003,390
38,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1504,358000,2000,238
36,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Cv - Conventional,2310,692400,1900,299
34,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1941,553500,1900,285
32,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1610,446500,1900,277
3,TUPELO ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,1629,395600,1905,242
5,TUPELO ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,2160,414800,1900,192
7,TUPELO ST,Roxbury,2119,Single Fam Dwelling,Sd - Semi-Det,1704,420700,1900,246
16,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,2175,424300,1900,195
14,QUINCY ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,2175,407200,1910,187
130,CRAWFORD ST,Dorchester,2121,Single Fam Dwelling,Bw - Bungalow,756,351700,1900,465
26,ABBOTSFORD ST,Dorchester,2121,Single Fam Dwelling,Vt - Victorian,3254,758800,1900,233
5,ABBOTSFORD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2804,429900,1895,153
17,ABBOTSFORD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2569,429600,1900,167
201,HAROLD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2571,556600,1894,216
38,HOMESTEAD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2327,559200,1900,240
26,HOMESTEAD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2637,538500,1899,204
15,PARK VIEW ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2236,377700,1900,168
21,PARK VIEW ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1816,631100,2006,347
20,PARK VIEW ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3059,411200,1935,134
115,HUTCHINGS ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2214,534200,1885,241
202,HAROLD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2712,551700,1881,203
184,HAROLD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1636,385700,2018,235
126,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1591,321300,2018,201
186,HAROLD ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1173,575000,2018,490
188,HAROLD ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1194,374800,2018,313
106,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2064,476000,1900,230
107,HOWLAND ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,2853,514800,1900,180
100,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1424,494100,2018,346
98,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1382,533200,2018,385
96,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1403,536200,2018,382
94,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1403,538700,2018,383
129,CRAWFORD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,3064,427000,1900,139
79,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1925,444100,1900,230
97,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1942,501600,2018,258
91,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1382,625800,2018,452
93,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1179,310300,2018,263
109,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1630,385700,2018,236
113,WAUMBECK ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1786,321300,2018,179
151,HAROLD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1840,390100,2000,212
155,HAROLD ST,Dorchester,2121,Single Fam Dwelling,Cl - Colonial,1832,390100,2000,212
25,HOLLANDER ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1152,390900,1992,339
27,HOLLANDER ST,Dorchester,2121,Single Fam Dwelling,Sd - Semi-Det,1152,384500,1992,333
84,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3247,632900,1890,194
82,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3312,597100,1890,180
80,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3804,1025000,1890,269
78,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3264,585400,1890,179
76,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3285,554900,1890,168
74,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3644,571800,1890,156
72,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3400,558400,1890,164
70,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3159,591100,1890,187
68,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3516,607200,1890,172
66,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,4037,1009500,1889,250
64,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,2748,544200,1890,198
62,HAROLD ST,Roxbury,2119,Single Fam Dwelling,Rm - Row Middle,3451,792000,1890,229
84,MUNROE ST,Roxbury,2119,Single Fam Dwelling,Cl - Colonial,2320,494600,1890,213
80,MUNROE ST,Roxbury,2119,Single Fam Dwelling,Cv - Conventional,3732,812500,1890,217
108,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1464,227200,2001,155
104,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1520,227200,2001,149
102,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1464,221200,2001,151
47,HOWARD AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1807,619500,1915,342
7,DEAN ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1296,336100,1988,259
9,DEAN ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1296,344900,1988,266
11,DEAN ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1488,236100,2008,158
13,DEAN ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1713,226200,2008,132
15,DEAN ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1713,236100,2008,137
6,VICTOR ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1536,236100,2008,153
89,BROOK AV,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1671,351600,1890,210
91,BROOK AV,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1578,350200,1890,221
3,DOWNEY CT,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1491,219800,2001,147
5,DOWNEY CT,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1464,219800,2001,150
4,DOWNEY CT,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1419,167400,2001,117
99,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1381,227200,2001,164
101,BROOK AV,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1419,219800,2001,154
103,BROOK AV,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1419,219800,2001,154
107,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1381,242300,2001,175
125,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2581,432100,1900,167
127,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1680,449000,1905,267
129,BROOK AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1485,422100,1930,284
44,HARLOW ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1296,525400,1986,405
42,HARLOW ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1296,423200,1986,326
36,HARLOW ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1388,207400,1998,149
32,HARLOW ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1388,227200,1998,163
41,HOWARD AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1388,216100,1998,155
63,HOWARD AV,Dorchester,2125,Single Fam Dwelling,Cv - Conventional,2032,385600,1900,189
82,JULIAN ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1900,511200,1900,268
16,DEAN ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1481,219800,2001,148
14,DEAN ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1496,211900,2001,141
10,DEAN ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1465,189900,2001,129
19,FOLSOM ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1860,338400,1905,181
15,WOODWARD PARK ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1388,207400,1998,149
17,WOODWARD PARK ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1388,151800,1998,109
23,WOODWARD PARK ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1388,216100,1998,155
42,HOWARD AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1420,216100,1998,152
1,HARTFORD TE,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1506,148400,1999,98
5,HARTFORD TE,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1524,219800,2001,144
58,HOWARD AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1480,216100,1998,146
24,WOODWARD PARK ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1444,129500,1998,89
21,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1506,126500,2001,83
23,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,3390,616700,1900,181
25,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1480,219800,2000,148
27,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2759,515100,1900,186
1,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Vt - Victorian,2579,396800,1900,153
3,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2532,434800,1900,171
5,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2332,348600,1900,149
7,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2458,507700,1900,206
13,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2913,601200,1900,206
17,ROBIN HOOD ST,Dorchester,2125,Single Fam Dwelling,Vt - Victorian,3605,494700,1900,137
28,FOLSOM ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2005,414400,1905,206
20,FOLSOM ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1840,398200,1905,216
18,FOLSOM ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2114,379800,1905,179
16,FOLSOM ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,2480,513400,1905,206
77,HOWARD AV,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1496,219800,2000,146
46,BROOKFORD ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1556,211900,2000,136
44,BROOKFORD ST,Dorchester,2125,Single Fam Dwelling,Sd - Semi-Det,1556,211900,2000,136
42,BROOKFORD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1465,219800,2001,150
49,JULIAN ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1860,415100,1915,223
51,JULIAN ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1860,401100,1915,215
28,BROOKFORD ST,Dorchester,2125,Single Fam Dwelling,Cl - Colonial,1446,236600,2001,163
